code	en	et
2642	magazine editor	ajakirja toimetaja
7412	lift technician	liftimehaanik
1324	coffee, tea, cocoa and spices distribution manager	kohvi, tee, kakao ja vürtside turustusjuht
5223	personal shopper	isiklik ostlemiskonsultant
5414	bodyguard	ihukaitsja
7536	shoemaker	kingsepp
4413	proofreader	korrektor
8156	pre-lasting operator	vormimiseelse töötlemise operaator
2269	recreational therapist	rekreatsiooniterapeut
2149	bioengineer	bioinsener
7312	wind musical instrument maker	puhkpillimeister
3331	import export specialist in hides, skins and leather products	toor- ja parknaha ning nahktoodete impordi ja ekspordi spetsialist
3142	aquaculture quality supervisor	vesiviljeluse kvaliteedijuht
5111	train attendant	rongiteenindaja
6113	tree surgeon	arborist
2132	forestry adviser	metsandusnõunik
8211	motor vehicle body assembler	mootorsõidukite kere koostaja
4323	port coordinator	sadamakorraldaja
2635	social pedagogue	sotsiaalpedagoog
2112	metrologist	metroloog
1341	child day care centre manager	laste päevakeskuse juhataja
2133	natural resources consultant	looduskaitsevaldkonna konsultant
3117	desalination technician	magestamistehnik
3311	foreign exchange broker	valuutamaakler
5151	housekeeping supervisor	toateeninduse vanem
1323	construction manager	ehitusjuht
2511	user experience analyst	kasutajakogemuse analüütik
2621	cultural archive manager	kultuuriarhiivi juhataja
2330	modern languages teacher secondary school	üldhariduskooli vanema astme nüüdiskeelte õpetaja
9312	drainage worker	drenaažitööline
4212	gaming dealer	krupjee
3111	geology technician	geoloogiatehnik
7132	surface treatment operator	toote pinnatöötleja
7522	furniture finisher	puitmööbli viimistleja
9313	building construction worker	hooneehituse lihttööline
2310	classical languages lecturer	klassikalise filoloogia õppejõud
2149	calculation engineer	arvutusinsener
9216	aquaculture harvesting worker	vesiviljeluse valmistoodangu abitööline
3143	forestry technician	metsatehnik
5164	animal trainer	loomatreener
1324	airport director	lennujaama direktor
3311	futures trader	futuurikaupleja
3412	life coach	elutreener
8143	paperboard products assembler	papptoodete koostaja
3343	international student exchange coordinator	rahvusvahelise üliõpilasvahetuse koordinaator
8141	coagulation operator	koagulaatorioperaator
2144	mine mechanical engineer	kaevanduse mehaanikainsener
7221	blacksmith	sepp
2142	water engineer	veeinsener
1324	import export manager in chemical products	keemiatoodete impordi ja ekspordi juht
4312	investment clerk	investeerimisassistent
7531	milliner	modist
3323	textile sourcing merchandiser	tekstiili varustusagent
2152	integrated circuit design engineer	kiipsüsteemide disaini insener
7223	punch press operator	perforeerpressi operaator
2433	solar energy sales consultant	päikeseenergia müügi konsultant
3132	solid waste operator	tahkete jäätmete käitluse operaator
7412	rolling stock electrician	veeremielektrik
3324	wholesale merchant in fruit and vegetables	puu- ja köögivilja hulgikaupleja
5161	psychic	selgeltnägija
1321	industrial quality manager	tööstuse kvaliteedijuht
0310	bomb disposal technician	pommirühma tehnik
2642	critic	kriitik
7411	electric meter technician	elektriarvestite hooldustehnik
2149	application engineer	rakendusinsener
4222	live chat operator	klienditeenindaja veebikeskkonnas
2422	recreation policy officer	rekreatsioonipoliitika spetsialist
2611	corporate lawyer	äriõiguse jurist
2511	ICT business analyst	IKT valdkonna ärianalüütik
3521	broadcast technician	ringhäälingutehnik
2133	air pollution analyst	õhusaaste analüütik
2330	chemistry teacher secondary school	üldhariduskooli vanema astme keemiaõpetaja
2635	community development social worker	kogukonna arengu sotsiaaltöötaja
3322	renewable energy sales representative	taastuvenergia müügiesindaja
7512	pastry maker	kondiiter
3141	zoology technician	zootehnik
8131	cosmetics production machine operator	kosmeetikatoodete tootmiseks kasutatavate masinate operaator
6223	fisheries boatmaster	kalalaeva püügijuht rannikupüügil
2120	demographer	demograaf
9612	sorter labourer	prügisorteerija
5414	armoured car guard	soomusauto turvatöötaja
2422	civil service administrative officer	avaliku teenistuse haldusametnik
8211	motor vehicle assembler	mootorsõidukikoostaja
